time,cum_err,gender
379,4999.287481524837,male
380,5013.7733985519335,male
381,5028.169315579028,male
382,5042.545232606124,male
383,5057.081149633221,male
384,5071.647066660315,male
385,5086.262983687412,male
386,5100.9089007145085,male
387,5115.554817741605,male
388,5129.9507347686995,male
389,5143.966651795797,male
390,5157.732568822893,male
391,5171.168485849989,male
392,5184.214402877085,male
393,5196.770319904181,male
394,5209.256236931276,male
395,5222.092153958373,male
396,5235.52807098547,male
397,5249.2739880125655,male
398,5262.639905039661,male
399,5274.874537840149,male
400,5286.0891706406355,male
401,5296.843803441124,male
402,5307.378436241611,male
403,5318.133069042098,male
404,5329.347701842586,male
405,5340.362334643073,male
406,5351.226967443558,male
407,5362.531600244046,male
408,5373.816233044535,male
409,5386.690111189751,male
410,5399.911003144967,male
411,5412.451895100183,male
412,5425.622787055399,male
413,5439.123679010616,male
414,5452.644570965833,male
415,5465.845462921049,male
416,5478.086354876265,male
417,5489.967246831483,male
418,5501.558138786699,male
419,5512.649030741915,male
420,5523.929922697132,male
421,5535.7808146523475,male
422,5547.831706607564,male
423,5559.462598562781,male
424,5570.973490517997,male
425,5582.564382473214,male
426,5594.0952744284305,male
427,5605.816166383646,male
428,5617.937058338864,male
429,5630.007950294081,male
430,5641.848842249296,male
431,5653.519734204512,male
432,5664.9306261597285,male
433,5675.9553190408715,male
434,5686.993752767285,male
435,5697.802186493698,male
436,5708.74062022011,male
437,5719.57694862245,male
438,5730.44327702479,male
439,5741.519605427128,male
440,5753.139734755393,male
441,5764.979864083658,male
442,5777.3399934119225,male
443,5790.080122740188,male
444,5802.570252068453,male
445,5814.940381396718,male
446,5827.280510724984,male
447,5839.570640053249,male
448,5851.620769381514,male
449,5863.4408987097795,male
450,5875.221028038044,male
451,5887.101157366309,male
452,5899.261286694573,male
453,5911.121416022839,male
454,5922.472829577712,male
455,5933.834243132586,male
456,5945.20565668746,male
457,5956.377070242334,male
458,5967.398483797209,male
459,5978.4998973520815,male
460,5990.221310906956,male
461,6001.82272446183,male
462,6013.564138016703,male
463,6025.635551571578,male
464,6037.51322428118,male
465,6049.010896990783,male
466,6060.438569700386,male
467,6072.056242409989,male
468,6083.19221951774,male
469,6093.758196625492,male
470,6103.964173733243,male
471,6114.010150840993,male
472,6124.026127948744,male
473,6133.702105056496,male
474,6143.318082164248,male
475,6152.954059271998,male
476,6162.37003637975,male
477,6171.646013487501,male
478,6181.121990595252,male
479,6190.916683476395,male
480,6201.141376357537,male
481,6210.706069238679,male
482,6219.870762119822,male
483,6228.475455000966,male
484,6236.520147882108,male
485,6244.354840763249,male
486,6252.6572477263435,male
487,6261.199654689437,male
488,6269.782061652531,male
489,6278.324468615624,male
490,6286.766875578718,male
491,6294.853023387083,male
492,6303.115940871374,male
493,6311.448858355665,male
494,6319.811775839954,male
495,6328.034693324245,male
496,6335.9759152066845,male
497,6344.797137089122,male
498,6354.338358971561,male
499,6363.429580854,male
500,6372.200802736438,male
501,6380.502024618878,male
502,6388.443246501314,male
503,6396.674468383753,male
504,6404.9956902661925,male
505,6412.906912148632,male
506,6420.79813403107,male
507,6428.865554987583,male
508,6437.002975944095,male
509,6444.850396900609,male
510,6452.84781785712,male
511,6460.905238813634,male
512,6468.557585696073,male
513,6476.109932578511,male
514,6483.02227946095,male
515,6489.404626343388,male
516,6495.426973225827,male
517,6501.299320108266,male
518,6506.821666990705,male
519,6511.929215864671,male
520,6516.895893249279,male
521,6521.951228041295,male
522,6526.817905425901,male
523,6531.864582810508,male
524,6537.091260195116,male
525,6542.034196734454,male
526,6547.012311033377,male
527,6552.130425332299,male
528,6557.328539631221,male
529,6562.8656528302345,male
530,6568.862766029247,male
531,6574.8698792282585,male
532,6581.14564983468,male
533,6587.7814204411,male
534,6594.557191047519,male
535,6601.35296165394,male
536,6608.00873226036,male
537,6614.778303792706,male
538,6621.757875325052,male
539,6628.843645931473,male
540,6636.069416537892,male
541,6643.461684772001,male
542,6650.893953006109,male
543,6658.265220140307,male
544,6665.746487274505,male
545,6673.437754408703,male
546,6681.545220616973,male
547,6690.012686825246,male
548,6698.410153033518,male
549,6706.607619241791,male
550,6714.715085450063,male
551,6723.012551658334,male
552,6731.680017866606,male
553,6740.637484074878,male
554,6749.754950283151,male
555,6758.832416491421,male
556,6767.829882699695,male
557,6776.587348907966,male
558,6785.174815116238,male
559,6793.720585722659,male
560,6802.056356329078,male
561,6810.162126935497,male
562,6818.287897541919,male
563,6826.273668148338,male
564,6833.669438754759,male
565,6840.726904963031,male
566,6847.314371171304,male
567,6853.786980898093,male
568,6859.959590624884,male
569,6866.262200351675,male
570,6872.954810078465,male
571,6879.811160650526,male
572,6886.697511222587,male
573,6893.753861794648,male
574,6900.6802123667085,male
575,6907.17656293877,male
576,6913.772913510833,male
577,6920.534062091366,male
578,6927.0152106719,male
579,6933.555763707431,male
580,6940.33631674296,male
581,6947.766869778492,male
582,6955.2774228140215,male
583,6962.65797584955,male
584,6969.428528885081,male
585,6975.972902469584,male
586,6982.635991827481,male
587,6989.319081185377,male
588,6996.042170543273,male
589,7002.716261001078,male
590,7009.620351458883,male
591,7016.74444191669,male
592,7023.468532374495,male
593,7029.94016621364,male
594,7036.6549574601895,male
595,7043.27974870674,male
596,7049.872844351439,male
597,7056.495939996139,male
598,7063.089035640839,male
599,7069.852131285537,male
600,7076.535226930235,male
601,7082.985165167528,male
602,7089.555103404819,male
603,7096.30504164211,male
604,7103.174979879403,male
605,7110.198075524101,male
606,7117.531171168801,male
607,7125.344266813501,male
608,7133.484205050791,male
609,7142.237300695491,male
610,7150.950396340191,male
611,7159.49349198489,male
612,7167.927210857273,male
613,7176.2909297296555,male
614,7184.30336437543,male
615,7192.4257990212045,male
616,7200.858233666979,male
617,7209.370668312753,male
618,7217.703102958527,male
619,7225.7555376043,male
620,7233.537972250077,male
621,7241.140406895849,male
622,7248.542841541625,male
623,7255.625276187399,male
624,7262.471911724791,male
625,7269.0972046695915,male
626,7275.793840206984,male
627,7282.2704757443735,male
628,7289.017111281768,male
629,7296.16374681916,male
630,7303.440382356552,male
631,7310.457017893946,male
632,7317.2036534313365,male
633,7323.602580115586,male
634,7330.008468605389,male
635,7336.494357095192,male
636,7343.120245584993,male
637,7349.941311834385,male
638,7356.697200324187,male
639,7363.31308881399,male
640,7369.944051377868,male
641,7376.475013941746,male
642,7383.017672107475,male
643,7389.630330273204,male
644,7396.252988438932,male
645,7402.830572530586,male
646,7409.568156622243,male
647,7416.340918473483,male
648,7423.303680324724,male
649,7430.396442175965,male
650,7437.369204027204,male
651,7444.264251796495,male
652,7451.499299565784,male
653,7459.04375179007,male
654,7466.678204014356,male
655,7474.142656238641,male
656,7481.508109562837,male
657,7489.043562887033,male
658,7496.419016211229,male
659,7503.594469535424,male
660,7510.339922859619,male
661,7516.797255955427,male
662,7523.106860399262,male
663,7530.008750761143,male
664,7536.3906411230255,male
665,7542.342531484908,male
666,7547.754421846789,male
667,7552.27731330858,male
668,7556.503945615643,male
669,7560.838259093169,male
670,7565.621977025694,male
671,7570.535694958217,male
672,7575.534486964813,male
673,7580.999419572476,male
674,7586.884975407822,male
675,7592.880531243168,male
676,7599.266087078513,male
677,7605.757902068589,male
678,7612.1540534489395,male
679,7618.41020482929,male
680,7624.991614264458,male
681,7631.753023699626,male
682,7638.3444331347955,male
683,7644.965842569965,male
684,7652.085909412541,male
685,7659.845976255117,male
686,7667.696043097693,male
687,7675.8161099402705,male
688,7684.226176782846,male
689,7692.827586218015,male
690,7701.3289956531835,male
691,7712.251428454962,male
692,7723.203861256739,male
693,7734.386294058518,male
694,7745.098726860295,male
695,7753.721420522073,male
696,7761.262829957242,male
697,7768.451953474362,male
698,7775.3104814464805,male
699,7781.739009418596,male
700,7788.049076261173,male
701,7794.358547558746,male
702,7800.508018856319,male
703,7806.472692145419,male
704,7812.478708027113,male
705,7818.752437990757,male
706,7824.817863556254,male
707,7830.883289121751,male
708,7837.107372094654,male
709,7843.591455067558,male
710,7850.633842438611,male
711,7857.327925411513,male
712,7864.192008384418,male
713,7871.356091357322,male
714,7878.730174330226,male
715,7886.09425730313,male
716,7893.6183402760325,male
717,7901.463707475546,male
718,7909.664000600985,male
719,7918.353009499814,male
720,7927.332018398645,male
721,7936.501027297475,male
722,7945.940036196304,male
723,7955.729045095134,male
724,7966.088053993964,male
725,7976.598347119403,male
726,7987.668640244841,male
727,7998.75893337028,male
728,8009.879226495719,male
729,8021.419519621158,male
730,8032.679812746595,male
731,8043.7501058720345,male
732,8054.890398997474,male
733,8066.120692122911,male
734,8077.170985248351,male
735,8088.066100614204,male
736,8098.8012159800555,male
737,8109.066331345908,male
738,8119.191446711762,male
739,8129.606562077616,male
740,8140.211677443468,male
741,8151.066792809322,male
742,8162.111908175173,male
743,8173.3370235410275,male
744,8184.63213890688,male
745,8196.117254272733,male
746,8207.752369638585,male
747,8219.397485004438,male
748,8230.832600370293,male
749,8241.967715736146,male
750,8252.082831101998,male
751,8261.097946467851,male
752,8269.283061833707,male
753,8277.361918044828,male
754,8285.559490029344,male
755,8294.186438786175,male
756,8303.214730135598,male
757,8312.433021485022,male
758,8321.361312834446,male
759,8330.289604183869,male
760,8339.307895533291,male
761,8348.244844290124,male
762,8356.99686712103,male
763,8365.658889951934,male
764,8374.250912782842,male
765,8382.452935613743,male
766,8391.49495844465,male
767,8400.816981275553,male
768,8410.23900410646,male
769,8419.871026937364,male
770,8429.73304976827,male
771,8439.765072599175,male
772,8449.847095430081,male
773,8460.069118260984,male
774,8470.35114109189,male
775,8480.604506515388,male
776,8490.998873038796,male
777,8501.453239562203,male
778,8511.70760608561,male
779,8521.711972609019,male
780,8531.376339132425,male
781,8540.800705655834,male
782,8549.678229586647,male
783,8557.427130351121,male
784,8564.566031115595,male
785,8571.253209536366,male
786,8577.981730549727,male
787,8586.174052489014,male
788,8594.501552187887,male
789,8602.669051886758,male
790,8610.706551585632,male
791,8617.567105058311,male
792,8624.65765853099,male
793,8632.12821200367,male
794,8639.897422883758,male
795,8648.183476356437,male
796,8656.809529829115,male
797,8665.495583301794,male
798,8674.181636774474,male
799,8683.037690247154,male
800,8691.973743719833,male
801,8701.188796092603,male
802,8710.963848465373,male
803,8720.898900838141,male
804,8731.22395321091,male
805,8741.849005583681,male
806,8752.414057956452,male
807,8763.22226773663,male
808,8772.852763434856,male
809,8782.53325913308,male
810,8793.117555757231,male
811,8803.73705437291,male
812,8814.55655298859,male
813,8825.50605160427,male
814,8836.335550219948,male
815,8847.035048835629,male
816,8858.912261533258,male
817,8870.529474230889,male
818,8881.74668692852,male
819,8892.85389962615,male
820,8904.081112323782,male
821,8915.158948249098,male
822,8926.166784174413,male
823,8937.1708191738,male
824,8948.34485417319,male
825,8959.668889172579,male
826,8970.942924171966,male
827,8982.366959171357,male
828,8993.752278397355,male
829,9004.90759762335,male
830,9016.241632622741,male
831,9027.516951848736,male
832,9038.410986848126,male
833,9049.255021847515,male
834,9059.968645471661,male
835,9070.972269095806,male
836,9081.865892719952,male
837,9092.419516344096,male
838,9103.15694089417,male
839,9114.320564518317,male
840,9125.64418814246,male
841,9136.557811766606,male
842,9146.725236316679,male
843,9156.535702533416,male
844,9166.556168750154,male
845,9177.328330568746,male
846,9187.910492387335,male
847,9198.086455131852,male
848,9208.172417876369,male
849,9218.302121466155,male
850,9228.171825055942,male
851,9238.410933100726,male
852,9249.15004114551,male
853,9259.909149190293,male
854,9271.018257235079,male
855,9282.39736527986,male
856,9293.976473324643,male
857,9305.825581369427,male
858,9317.874689414211,male
859,9330.123797458995,male
860,9342.43290550378,male
861,9354.632013548562,male
862,9366.861121593345,male
863,9379.32022963813,male
864,9392.039337682912,male
865,9404.968445727694,male
866,9418.43755377248,male
867,9432.066661817265,male
868,9444.855769862046,male
869,9456.834877906831,male
870,9468.103985951615,male
871,9479.053093996397,male
872,9489.782202041182,male
873,9500.011310085965,male
874,9510.35176072334,male
875,9520.701588133034,male
876,9530.971415542725,male
877,9541.241242952417,male
878,9551.671070362108,male
879,9562.265720012216,male
880,9573.32036966232,male
881,9584.775019312428,male
882,9595.919668962537,male
883,9605.736776841446,male
884,9615.463884720355,male
885,9624.920992599265,male
886,9634.068100478175,male
887,9643.21038611667,male
888,9652.453294982848,male
889,9661.631026089442,male
890,9671.128757196037,male
891,9680.921666062217,male
892,9690.394574928394,male
893,9699.747483794577,male
894,9709.140392660755,male
895,9718.573301526936,male
896,9728.076210393114,male
897,9737.259119259295,male
898,9746.37068553288,male
899,9756.580874972808,male
900,9766.991064412736,male
901,9777.561253852662,male
902,9787.961443292586,male
903,9799.435373577788,male
904,9809.740864322483,male
905,9822.166795433786,male
906,9832.592987405093,male
907,9843.259179376395,male
908,9854.1253713477,male
909,9864.841563319003,male
910,9875.367755290308,male
911,9884.928862109078,male
912,9894.649968927846,male
913,9905.695472217547,male
914,9917.190975507245,male
915,9927.557821389537,male
916,9937.744667271829,male
917,9947.851513154119,male
918,9956.884558110487,male
919,9968.02911807473,male
920,9977.425963957021,male
921,9986.502809839312,male
922,9996.837369803556,male
923,10007.011929767797,male
924,10017.00274888677,male
925,10026.848493931668,male
926,10036.667979821837,male
927,10046.652539786079,male
928,10056.867099750323,male
929,10067.126861706094,male
930,10077.326623661866,male
931,10087.872644772366,male
932,10098.858665882864,male
933,10109.522991391512,male
934,10120.137316900162,male
935,10130.311046863806,male
936,10140.96477682745,male
937,10152.208506791096,male
938,10163.812236754742,male
939,10175.745966718385,male
940,10188.82139228388,male
941,10202.056817849378,male
942,10216.460900822281,male
943,10230.964983795186,male
944,10245.509066768092,male
945,10260.243149740994,male
946,10275.0572327139,male
947,10289.5813156868,male
948,10304.045398659706,male
949,10318.579481632609,male
950,10333.213564605512,male
951,10348.01764757842,male
952,10363.011730551321,male
953,10378.415813524225,male
954,10394.11989649713,male
955,10410.143979470033,male
956,10426.288062442936,male
957,10440.496648888064,male
958,10454.755235333188,male
959,10467.304822878225,male
960,10480.428211349186,male
961,10493.301599820146,male
962,10505.944988291109,male
963,10518.458376762072,male
964,10530.943107825626,male
965,10543.63783888918,male
966,10558.131568852825,male
967,10572.865298816469,male
968,10587.669028780114,male
969,10602.522758743757,male
970,10617.276488707403,male
971,10631.84021867105,male
972,10646.705644236543,male
973,10660.931069802038,male
974,10675.706495367536,male
975,10689.538120007106,male
976,10703.199744646676,male
977,10717.425170212175,male
978,10729.776794851745,male
979,10741.759703717924,male
980,10754.892612584103,male
981,10768.855521450281,male
982,10780.717146089855,male
983,10792.118770729427,male
984,10804.074196294921,male
985,10815.36962186042,male
986,10826.332728596379,male
987,10837.325835332338,male
988,10848.2489420683,male
989,10859.142048804259,male
990,10870.038896385493,male
991,10880.895743966725,male
992,10891.961248955364,male
993,10903.176753944,male
994,10914.402258932641,male
995,10925.640921328686,male
996,10936.959583724733,male
997,10948.338246120778,male
998,10959.476908516826,male
999,10970.245570912872,male
1000,10980.684233308919,male
1001,10991.102895704966,male
1002,11001.501558101012,male
1003,11011.660220497057,male
1004,11021.808882893105,male
1005,11031.81754528915,male
1006,11041.772406759272,male
1007,11051.867268229393,male
1008,11061.942752927196,male
1009,11072.139933226852,male
1010,11082.537113526509,male
1011,11092.624293826162,male
1012,11102.521474125819,male
1013,11112.25345243395,male
1014,11122.115490822733,male
1015,11131.817529211514,male
1016,11141.7195676003,male
1017,11150.243891907132,male
1018,11158.368216213963,male
1019,11166.282540520795,male
1020,11174.0130639017,male
1021,11181.654871509216,male
1022,11189.30667911673,male
1023,11197.038486724246,male
1024,11205.14029433176,male
1025,11214.789816021228,male
1026,11224.489337710693,male
1027,11234.118859400158,male
1028,11243.88522368222,male
1029,11253.815388890203,male
1030,11262.637840016236,male
1031,11271.16029114227,male
1032,11279.462742268302,male
1033,11287.525193394338,male
1034,11295.527644520373,male
1035,11303.760119878347,male
1036,11313.830309318277,male
1037,11323.8504987582,male
1038,11334.020688198127,male
1039,11344.240877638054,male
1040,11354.621067077984,male
1041,11365.16125651791,male
1042,11375.901445957836,male
1043,11386.741635397764,male
1044,11397.68182483769,male
1045,11408.862014277618,male
1046,11420.182203717546,male
1047,11431.632988702475,male
1048,11442.933773687406,male
1049,11453.934558672336,male
1050,11464.945343657266,male
1051,11475.976128642198,male
1052,11486.935033855518,male
1053,11498.083939068834,male
1054,11509.342844282151,male
1055,11520.60174949547,male
1056,11531.80065470879,male
1057,11542.869559922106,male
1058,11553.978465135428,male
1059,11564.977370348744,male
1060,11575.686275562062,male
1061,11586.210358534965,male
1062,11596.724441507871,male
1063,11607.418524480776,male
1064,11618.432607453678,male
1065,11629.870431271855,male
1066,11641.628255090027,male
1067,11653.446078908202,male
1068,11665.293902726376,male
1069,11677.421726544551,male
1070,11689.659550362729,male
1071,11702.0473741809,male
1072,11714.555197999078,male
1073,11727.34302181725,male
1074,11740.390845635426,male
1075,11753.6986694536,male
1076,11767.206493271775,male
1077,11780.78431708995,male
1078,11794.202140908126,male
1079,11807.4799647263,male
1080,11820.467788544474,male
1081,11833.06561236265,male
1082,11845.624778773417,male
1083,11858.350204338916,male
1084,11871.455629904409,male
1085,11885.181055469904,male
1086,11899.186481035404,male
1087,11913.391906600898,male
1088,11927.687332166395,male
1089,11942.022757731891,male
1090,11956.158183297386,male
1091,11970.283608862885,male
1092,11984.34903442838,male
1093,11998.35445999388,male
1094,12012.329885559373,male
1095,12026.255311124873,male
1096,12040.030736690369,male
1097,12053.996162255864,male
1098,12068.07158782136,male
1099,12082.227013386859,male
1100,12096.492438952357,male
1101,12110.837864517849,male
1102,12125.343290083347,male
1103,12138.887020046988,male
1104,12153.421103019895,male
1105,12167.835185992797,male
1106,12182.169268965703,male
1107,12196.573351938607,male
1108,12211.117434911512,male
1109,12223.292108200612,male
1110,12235.516781489712,male
1111,12247.771454778815,male
1112,12260.076128067914,male
1113,12272.440801357014,male
1114,12284.865474646114,male
1115,12296.623305342622,male
1116,12308.597978631726,male
1117,12320.617577846751,male
1118,12334.229965217804,male
1119,12347.812352588857,male
1120,12361.23473995991,male
1121,12374.43712733096,male
1122,12387.46951470201,male
1123,12401.323597674913,male
1124,12415.057680647818,male
1125,12428.841763620721,male
1126,12442.685846593628,male
1127,12456.37992956653,male
1128,12469.704012539434,male
1129,12482.508095512338,male
1130,12494.35217848524,male
1131,12505.270002303416,male
1132,12516.632648362007,male
1133,12528.725294420597,male
1134,12541.767317251497,male
1135,12555.969340082405,male
1136,12570.951362913309,male
1137,12586.483385744214,male
1138,12602.275408575118,male
